County FIPS,demand_covered,total_demand_of_county,hot_spot,county_name,state_name,priority,percentage_for_30,percentage_for_50,percentage_for_70
01085,0,26,0.267324697,Lowndes,AL,8936.2488,0,100,100
01087,5,7,0.038742528,Macon,AL,16208.8028,71.42857143,100,100
01089,15,15,0.004022429,Madison,AL,114706.8084,100,100,100
01091,5,18,0.095424906,Marengo,AL,14375.4923,27.77777778,100,100
01093,9,9,0.03029385,Marion,AL,19934.739,100,100,100
01095,130,130,0.134333602,Marshall,AL,70267.6014,100,100,100
01097,221,221,0.053483701,Mobile,AL,311229.772,100,100,100
01099,1,2,0.009646457,Monroe,AL,15510.3573,50,100,100
01101,164,164,0.072410657,Montgomery,AL,190859.7522,100,100,100
01103,14,14,0.011697959,Morgan,AL,82518.6705,100,100,100
01105,0,5,0.056034966,Perry,AL,8877.4927,0,100,100
01107,11,11,0.055193176,Pickens,AL,18349.551,100,100,100
01109,17,17,0.051337803,Pike,AL,29855.5824,100,100,100
01111,24,24,0.105624505,Randolph,AL,16339.3902,100,100,100
01113,13,13,0.022428875,Russell,AL,52831.4515,100,100,100
01115,8,8,0.008937349,St. Clair,AL,32725.5872,100,100,100
01117,26,26,0.011942931,Shelby,AL,25449.3638,100,100,100
01119,0,23,0.185080872,Sumter,AL,11876.4839,0,100,100
01121,7,7,0.008752407,Talladega,AL,69868.7808,100,100,100
01123,24,24,0.059454505,Tallapoosa,AL,35777.2721,100,100,100
01125,41,41,0.01958396,Tuscaloosa,AL,130951.5525,100,100,100
01127,7,7,0.011019978,Walker,AL,47335.8492,100,100,100
01129,0,12,0.073502389,Washington,AL,11922.8778,0,100,100
01131,0,12,0.115684951,Wilcox,AL,9626.144,0,100,100
01133,5,6,0.025392526,Winston,AL,16599.3725,83.33333333,100,100
02013,0,0,0,Aleutians East,AK,1936.4611,100,100,100
02016,0,0,0,Aleutians West,AK,2775.8718,100,100,100
02020,9,9,0.003125,Anchorage,AK,132537.6,100,100,100
02050,0,0,0,Bethel,AK,17922.6728,100,100,100
02060,0,0,0,Bristol Bay,AK,294.69,100,100,100
02068,0,0,0,Denali,AK,211.797,100,100,100
02070,0,0,0,Dillingham,AK,4268.0712,100,100,100
02090,2,2,0.00206507,Fairbanks North Star,AK,33374.1654,100,100,100
02100,0,0,0,Haines,AK,523.71,100,100,100
02105,0,0,0,Hoonah-Angoon,AK,897.4344,100,100,100
02110,0,0,0,Juneau City and Borough,AK,9550.6338,100,100,100
02122,3,3,0.005110036,Kenai Peninsula,AK,23911.7684,100,100,100
02130,0,0,0,Ketchikan Gateway,AK,7712.2748,100,100,100
02150,0,0,0,Kodiak Island,AK,9106.3988,100,100,100
02158,0,0,0,Kusilvak,AK,7760.2876,100,100,100
02164,0,0,0,Lake and Peninsula,AK,1270.0976,100,100,100
02170,0,0,0,Matanuska-Susitna,AK,34358.1524,100,100,100
02180,0,0,0,Nome,AK,9302.7196,100,100,100
02185,0,0,0,North Slope,AK,7220.6208,100,100,100
02188,0,0,0,Northwest Arctic,AK,7128.6834,100,100,100
02195,1,1,0.030618494,Petersburg,AK,2171.89,100,100,100
02198,0,0,0,Prince of Wales-Hyder,AK,4752.7386,100,100,100
02220,0,0,0,Sitka City and Borough,AK,3415.8846,100,100,100
02230,0,0,0,Skagway,AK,199.3355,100,100,100
02240,1,1,0.014507471,Southeast Fairbanks,AK,4024.1334,100,100,100
02261,0,0,0,Valdez-Cordova,AK,2488.2208,100,100,100
02275,0,0,0,Wrangell City and Borough,AK,1405.6236,100,100,100
02282,0,0,0,Yakutat City and Borough,AK,340.0467,100,100,100
02290,0,0,0,Yukon-Koyukuk,AK,4608.676,100,100,100
04001,155,155,0.215616175,Apache,AZ,71060.2995,100,100,100
04003,3,3,0.002382427,Cochise,AZ,114135.7008,100,100,100
04005,130,130,0.090607488,Coconino,AZ,102312.7356,100,100,100
04007,4,4,0.007404939,Gila,AZ,48562.182,100,100,100
04009,4,4,0.010299457,Graham,AZ,37438.868,100,100,100
04011,0,0,0,Greenlee,AZ,5877.3624,100,100,100
04012,7,7,0.033162782,La Paz,AZ,19495.3488,100,100,100
04013,1094,1094,0.024390168,Maricopa,AZ,2850032.056,100,100,100
04015,47,47,0.022150899,Mohave,AZ,182984.8944,100,100,100
04017,161,161,0.145144423,Navajo,AZ,110424.842,100,100,100
04019,196,196,0.018715166,Pima,AZ,924537.9012,100,100,100
04021,120,120,0.025929743,Pinal,AZ,397628.3088,100,100,100
04023,8,8,0.017205041,Santa Cruz,AZ,43326.8364,100,100,100
04025,50,50,0.021267636,Yavapai,AZ,122486.579,100,100,100
04027,65,65,0.030404094,Yuma,AZ,211542.2365,100,100,100
05001,1,1,0.005718861,Arkansas,AR,13616.3482,100,100,100
05003,2,2,0.010174493,Ashley,AR,16857.8432,100,100,100
05005,0,0,0,Baxter,AR,11711.6076,100,100,100
05007,12,12,0.004298903,Benton,AR,75563.4687,100,100,100
05009,0,0,0,Boone,AR,16391.4728,100,100,100
05011,2,2,0.01858218,Bradley,AR,10550.9689,100,100,100
05013,0,0,0,Calhoun,AR,2844.0909,100,100,100
05015,1,1,0.003523608,Carroll,AR,16891.776,100,100,100
05017,1,1,0.009883376,Chicot,AR,10085.6224,100,100,100
05019,2,2,0.008960573,Clark,AR,17614.944,100,100,100
05021,1,1,0.00687238,Clay,AR,9500.3479,100,100,100
05023,1,1,0.004013002,Cleburne,AR,5190.6277,100,100,100
05025,2,2,0.02513826,Cleveland,AR,4489.5708,100,100,100
05027,2,2,0.00852624,Columbia,AR,22044.8886,100,100,100
05029,1,1,0.004797083,Conway,AR,15820.0294,100,100,100
05031,13,13,0.01178262,Craighead,AR,88717.9612,100,100,100
05033,1,1,0.001580853,Crawford,AR,38618.3985,100,100,100
05035,15,15,0.031279324,Crittenden,AR,44794.7655,100,100,100
05037,6,6,0.036543029,Cross,AR,11514.6447,100,100,100
05039,0,0,0,Dallas,AR,6151.7993,100,100,100
05041,1,1,0.008802042,Desha,AR,10902.0156,100,100,100
05043,3,3,0.016466326,Drew,AR,14593.419,100,100,100
05045,4,4,0.003174427,Faulkner,AR,60155.7418,100,100,100
05047,0,0,0,Franklin,AR,10528.0245,100,100,100
05049,1,1,0.008014747,Fulton,AR,8344.6176,100,100,100
05051,2,2,0.002012356,Garland,AR,82291.608,100,100,100
05053,2,2,0.010949904,Grant,AR,6467.6365,100,100,100
05055,4,4,0.008825152,Greene,AR,26442.605,100,100,100
05057,1,1,0.00464425,Hempstead,AR,20386.4976,100,100,100
05059,7,7,0.020727843,Hot Spring,AR,27651.6948,100,100,100
05061,0,0,0,Howard,AR,11941.209,100,100,100
05063,5,5,0.013218771,Independence,AR,28463.3125,100,100,100
05065,4,4,0.029349182,Izard,AR,7764.4413,100,100,100
05067,0,0,0,Jackson,AR,12790.035,100,100,100
05069,35,35,0.052376392,Jefferson,AR,63055.1264,100,100,100
05071,2,2,0.007525021,Johnson,AR,23303.5904,100,100,100
05073,1,1,0.015096618,Lafayette,AR,5231.6352,100,100,100
05075,10,10,0.06095331,Lawrence,AR,10616.3226,100,100,100
05077,2,2,0.022581009,Lee,AR,8552.3192,100,100,100
05079,82,82,0.62960688,Lincoln,AR,10593.7216,100,100,100
05081,0,0,0,Little River,AR,7730.5254,100,100,100
05083,0,0,0,Logan,AR,17269.397,100,100,100
05085,3,3,0.004092267,Lonoke,AR,24257.9481,100,100,100
05087,0,0,0,Madison,AR,10832.416,100,100,100
05089,0,0,0,Marion,AR,8639.145,100,100,100
05091,2,2,0.004623529,Miller,AR,39467.6868,100,100,100
05093,18,18,0.044279354,Mississippi,AR,38837.9654,100,100,100
05095,1,1,0.014923146,Monroe,AR,5706.5716,100,100,100
05097,1,1,0.011128422,Montgomery,AR,6290.2,100,100,100
05099,1,1,0.012118274,Nevada,AR,7295.5932,100,100,100
05101,0,0,0,Newton,AR,2182.4695,100,100,100
05103,2,2,0.008553588,Ouachita,AR,20239.4592,100,100,100
05105,1,1,0.009564802,Perry,AR,6649.38,100,100,100
05107,1,1,0.005623664,Phillips,AR,16428.7898,100,100,100
05109,0,0,0,Pike,AR,7635.5032,100,100,100
05111,3,3,0.012750765,Poinsett,AR,19452.9504,100,100,100
05113,0,0,0,Polk,AR,17865.7836,100,100,100
05115,3,3,0.004682232,Pope,AR,50847.5392,100,100,100
05117,0,0,0,Prairie,AR,5278.9976,100,100,100
05119,64,64,0.016330238,Pulaski,AR,246394.4457,100,100,100
05121,3,3,0.016705647,Randolph,AR,12868.7028,100,100,100
05123,116,116,0.464111387,St. Francis,AR,24221.6854,100,100,100
05125,7,7,0.005717226,Saline,AR,40710.3025,100,100,100
05127,0,0,0,Scott,AR,9122.3313,100,100,100
05129,0,0,0,Searcy,AR,3448.7256,100,100,100
05131,2,2,0.001564615,Sebastian,AR,106454.3256,100,100,100
05133,6,6,0.035279591,Sevier,AR,13052.8725,100,100,100
05135,6,6,0.034399725,Sharp,AR,10798.3422,100,100,100
05137,1,1,0.007996162,Stone,AR,6380.5612,100,100,100
05139,15,15,0.038777726,Union,AR,31154.4828,100,100,100
05141,1,1,0.006044122,Van Buren,AR,11955.417,100,100,100
05143,15,15,0.006271244,Washington,AR,161331.6315,100,100,100
05145,2,2,0.002539586,White,AR,58639.4838,100,100,100
05147,0,0,0,Woodruff,AR,5365.68,100,100,100
05149,2,2,0.009371632,Yell,AR,18743.8003,100,100,100
06001,268,268,0.016035143,Alameda,CA,785691.7629,100,100,100
06003,0,0,0,Alpine,CA,822.7023,100,100,100
06005,0,0,0,Amador,CA,21203.7168,100,100,100
06007,3,3,0.001368701,Butte,CA,176751.5904,100,100,100
06009,0,0,0,Calaveras,CA,10787.675,100,100,100
06011,0,0,0,Colusa,CA,16022.3492,100,100,100
06013,92,92,0.007975546,Contra Costa,CA,467985.4982,100,100,100
06015,0,0,0,Del Norte,CA,27013.7956,100,100,100
06017,6,6,0.003111339,El Dorado,CA,35444.5434,100,100,100
06019,221,221,0.022119886,Fresno,CA,960235.9711,100,100,100
06021,1,1,0.003521995,Glenn,CA,25255.5735,100,100,100
06023,5,5,0.003688458,Humboldt,CA,103091.859,100,100,100
06025,134,134,0.073945314,Imperial,CA,180816.327,100,100,100
06027,0,0,0,Inyo,CA,10284.0339,100,100,100
06029,209,209,0.023217011,Kern,CA,869505.1118,100,100,100
06031,117,117,0.076500588,Kings,CA,148458.858,100,100,100
06033,1,1,0.001553133,Lake,CA,59093.4708,100,100,100
06035,0,0,0,Lassen,CA,18334.6281,100,100,100
06037,5000,5000,0.049805227,Los Angeles,CA,7712041.997,100,100,100
06039,12,12,0.007627426,Madera,CA,150105.6907,100,100,100
06041,19,19,0.007340839,Marin,CA,69908.9026,100,100,100
06043,5,5,0.029064698,Mariposa,CA,9105.5479,100,100,100
06045,1,1,0.001152751,Mendocino,CA,76495.2682,100,100,100
06047,28,28,0.010083549,Merced,CA,269821.656,100,100,100
06049,0,0,0,Modoc,CA,6644.8956,100,100,100
06051,4,4,0.02769316,Mono,CA,2033.7152,100,100,100
06053,42,42,0.009676059,Monterey,CA,346814.739,100,100,100
06055,6,6,0.004355907,Napa,CA,69574.4944,100,100,100
06057,1,1,0.001002456,Nevada,CA,20399.8975,100,100,100
06059,632,632,0.019901174,Orange,CA,1330932.517,100,100,100
06061,11,11,0.002761536,Placer,CA,60506.1751,100,100,100
06063,0,0,0,Plumas,CA,4989.4971,100,100,100
06065,684,684,0.027686188,Riverside,CA,1961366.469,100,100,100
06067,52,52,0.00335039,Sacramento,CA,1138900.16,100,100,100
06069,4,4,0.006368615,San Benito,CA,32942.796,100,100,100
06071,568,568,0.02605403,San Bernardino,CA,1964256.585,100,100,100
06073,911,911,0.027289094,San Diego,CA,1868129.468,100,100,100
06075,238,238,0.026997932,San Francisco,CA,344773.8139,100,100,100
06077,42,42,0.005510741,San Joaquin,CA,677702.0016,100,100,100
06079,24,24,0.00847724,San Luis Obispo,CA,105855.2029,100,100,100
06081,164,164,0.021393918,San Mateo,CA,203141.845,100,100,100
06083,496,496,0.111086475,Santa Barbara,CA,317505.4389,100,100,100
06085,99,99,0.005135249,Santa Clara,CA,685736.9564,100,100,100
06087,7,7,0.002562104,Santa Cruz,CA,148354.659,100,100,100
06089,1,1,0.000555309,Shasta,CA,126452.176,100,100,100
06091,0,0,0,Sierra,CA,135.826,100,100,100
06093,0,0,0,Siskiyou,CA,31448.2197,100,100,100
06095,75,75,0.016754423,Solano,CA,264601.7773,100,100,100
06097,40,40,0.008091662,Sonoma,CA,199464.576,100,100,100
06099,88,88,0.015980823,Stanislaus,CA,477697.55,100,100,100
06101,0,0,0,Sutter,CA,85547.8162,100,100,100
06103,0,0,0,Tehama,CA,62636.8416,100,100,100
06105,1,1,0.008140008,Trinity,CA,9104.4135,100,100,100
06107,281,281,0.060275207,Tulare,CA,439015.8315,100,100,100
06109,1,1,0.001835603,Tuolumne,CA,25539.2864,100,100,100
06111,81,81,0.0095744,Ventura,CA,408451.6968,100,100,100
06113,5,5,0.002267574,Yolo,CA,149234.4,100,100,100
06115,3,3,0.003813495,Yuba,CA,74105.256,100,100,100
08001,383,383,0.074020962,Adams,CO,304864.4532,100,100,100
08003,0,12,0.073923489,Alamosa,CO,15343.4316,0,100,100
08005,454,454,0.069145129,Arapahoe,CO,174784.258,100,100,100
08007,0,0,0,Archuleta,CO,3605.453,100,100,100
08009,0,1,0.027925161,Baca,CO,2179.3966,0,100,100
08011,0,1,0.017930787,Bent,CO,5008.7037,0,100,100
08013,0,106,0.0324958,Boulder,CO,55583.7984,0,100,100
08014,0,26,0.036897751,Broomfield,CO,3452.785,0,100,100
08015,0,1,0.004912556,Chaffee,CO,4863.0484,0,100,100
08017,0,3,0.163844894,Cheyenne,CO,474.0459,0,100,100
08019,0,1,0.010309278,Clear Creek,CO,191.09,0,100,100
08021,0,1,0.01218769,Conejos,CO,7651.1625,0,100,100
08023,0,0,0,Costilla,CO,3645.6173,100,100,100
08025,0,21,0.346477479,Crowley,CO,5412.473,0,100,100
08027,0,0,0,Custer,CO,1233.0444,100,100,100
08029,0,8,0.025672293,Delta,CO,21395.8292,0,100,100
08031,607,607,0.083469584,Denver,CO,305210.4567,100,100,100
08033,0,0,0,Dona Ana,CO,311.538,100,100,100
08035,0,65,0.018510397,Douglas,CO,5267.31,0,100,100
08037,0,9,0.016325938,Eagle,CO,7546.8863,0,100,100
08039,0,6,0.022447529,Elbert,CO,0,0,100,100
08041,111,111,0.015408042,El Paso,CO,282902.2581,100,100,100
08043,0,1,0.002090345,Fremont,CO,31214.9475,0,100,100
08045,0,7,0.011654818,Garfield,CO,21081.411,0,100,100
08047,0,2,0.03203588,Gilpin,CO,13.7346,0,100,100
08049,0,0,0,Grand,CO,1552.9458,100,100,100
08051,0,6,0.034360325,Gunnison,CO,2430.7104,0,100,100
08053,0,0,0,Hinsdale,CO,51.168,100,100,100
08055,0,1,0.014499058,Huerfano,CO,4107.1635,0,100,100
08057,0,0,0,Jackson,CO,158.2704,100,100,100
08059,0,172,0.029508596,Jefferson,CO,36546.6387,0,100,100
08061,0,0,0,Kiowa,CO,448.2328,100,100,100
08063,0,3,0.042271382,Kit Carson,CO,3657.0841,0,100,100
08065,0,3,0.03691399,Lake,CO,3618.1404,0,100,100
08067,0,3,0.005336084,La Plata,CO,6105.6006,0,100,100
08069,0,53,0.01485014,Larimer,CO,42613.7406,0,100,100
08071,0,1,0.006893699,Las Animas,CO,12145.8738,0,100,100
08073,0,0,0,Lincoln,CO,2768.9757,100,100,100
08075,0,91,0.40608684,Logan,CO,14072.852,0,100,100
08077,0,4,0.002593866,Mesa,CO,88747.855,0,100,100
08079,0,0,0,Mineral,CO,20.0709,100,100,100
08081,0,0,0,Moffat,CO,7267.1293,100,100,100
08083,0,5,0.01909636,Montezuma,CO,12950.1118,0,100,100
08085,0,17,0.039758642,Montrose,CO,30584.7974,0,100,100
08087,0,91,0.313059034,Morgan,CO,21551.0152,0,100,100
08089,0,1,0.005471058,Otero,CO,17475.5958,0,100,100
08091,0,1,0.020193861,Ouray,CO,118.3528,0,100,100
08093,0,4,0.021225789,Park,CO,11.307,0,100,100
08095,0,2,0.046893318,Phillips,CO,1260.3075,0,100,100
08097,0,2,0.011256824,Pitkin,CO,1165.5152,0,100,100
08099,0,4,0.032862307,Prowers,CO,11431.9424,0,100,100
08101,24,24,0.014249751,Pueblo,CO,146006.7656,100,100,100
08103,0,0,0,Rio Blanco,CO,2150.7924,100,100,100
08105,0,1,0.008875477,Rio Grande,CO,10800.5462,0,100,100
08107,0,2,0.007800921,Routt,CO,1625.4492,0,100,100
08109,0,1,0.014654162,Saguache,CO,5506.968,0,100,100
08111,0,0,0,San Juan,CO,93.4024,100,100,100
08113,0,1,0.012226434,San Miguel,CO,270.7249,0,100,100
08115,0,0,0,Sedgwick,CO,1559.2128,100,100,100
08117,0,25,0.080616555,Summit,CO,2192.4777,0,100,100
08119,0,2,0.007877738,Teller,CO,1850.7852,0,100,100
08121,0,2,0.040749796,Washington,CO,1385.0376,0,100,100
08123,149,244,0.075194458,Weld,CO,129602.1048,61.06557377,100,100
08125,0,2,0.019962072,Yuma,CO,5647.7103,0,100,100
09001,0,1084,0.114911823,Fairfield,CT,424216.4004,0,0,53.87453875
09003,954,954,0.106984255,Hartford,CT,459235.8,100,100,100
09005,0,109,0.060443735,Litchfield,CT,14751.2394,0,0,0
09007,0,79,0.048634539,Middlesex,CT,19199.9352,0,0,0
09009,116,958,0.112078638,New Haven,CT,446439.5811,12.1085595,86.53444676,100
09011,0,113,0.042608387,New London,CT,94439.8566,0,0,0
09013,0,55,0.036491265,Tolland,CT,10460.0374,0,0,0
09015,0,46,0.039389632,Windham,CT,49422.1424,0,0,0
10001,0,169,0.09348069,Kent,DE,131395.2648,0,82.84023669,100
10003,293,347,0.062102575,New Castle,DE,210147.0033,84.43804035,100,100
10005,0,503,0.214750774,Sussex,DE,94135.0275,0,0,33.00198807
11001,212,1087,0.154020764,District of Columbia,DC,420979.2785,19.50321987,32.47470101,45.53817847
12001,30,30,0.011150634,Alachua,FL,127230.4347,100,100,100
12003,3,3,0.010270455,Baker,FL,19871.563,100,100,100
12005,3,3,0.00171718,Bay,FL,106150.758,100,100,100
12007,2,2,0.007091947,Bradford,FL,26125.4064,100,100,100
12009,25,25,0.004153224,Brevard,FL,223501.0646,100,100,100
12011,459,459,0.023504976,Broward,FL,1141203.463,100,100,100
12013,10,10,0.070896845,Calhoun,FL,11849.6105,100,100,100
12015,57,57,0.030173098,Charlotte,FL,92358.099,100,100,100
12017,5,5,0.003340973,Citrus,FL,90123.4454,100,100,100
12019,15,15,0.006841443,Clay,FL,83381.5356,100,100,100
12021,93,93,0.024161994,Collier,FL,177747.7436,100,100,100
12023,20,20,0.02789945,Columbia,FL,61621.2856,100,100,100
12027,12,12,0.031578116,DeSoto,FL,36549.3618,100,100,100
12029,4,4,0.023772733,Dixie,FL,15133.3044,100,100,100
12031,86,86,0.008979332,Duval,FL,662766.46,100,100,100
12033,68,68,0.02136242,Escambia,FL,154797.0708,100,100,100
12035,8,8,0.006951625,Flagler,FL,32211.1719,100,100,100
12037,0,0,0,Franklin,FL,9800.6375,100,100,100
12039,18,18,0.039421813,Gadsden,FL,45207.966,100,100,100
12041,1,1,0.005381552,Gilchrist,FL,14060.9994,100,100,100
12043,1,1,0.007240605,Glades,FL,12496.1928,100,100,100
12045,0,0,0,Gulf,FL,8074.288,100,100,100
12047,8,8,0.055447741,Hamilton,FL,14295.2624,100,100,100
12049,9,9,0.033411293,Hardee,FL,26481.7647,100,100,100
12051,37,37,0.088049117,Hendry,FL,41765.6658,100,100,100
12053,6,6,0.003094059,Hernando,FL,106462.08,100,100,100
12055,10,10,0.009414334,Highlands,FL,92720.3109,100,100,100
12057,162,162,0.011005674,Hillsborough,FL,986365.7568,100,100,100
12059,1,1,0.005097619,Holmes,FL,18336.0099,100,100,100
12061,5,5,0.003126505,Indian River,FL,63361.4926,100,100,100
12063,47,47,0.10126255,Jackson,FL,44478.5362,100,100,100
12065,0,0,0,Jefferson,FL,8188.6008,100,100,100
12067,1,1,0.011873664,Lafayette,FL,8258.6132,100,100,100
12069,9,9,0.002451528,Lake,FL,221335.4422,100,100,100
12071,136,136,0.017649112,Lee,FL,425743.7925,100,100,100
12073,17,17,0.005790546,Leon,FL,145117.5826,100,100,100
12075,2,2,0.004818929,Levy,FL,32343.2879,100,100,100
12077,96,96,1.149150108,Liberty,FL,6962.2236,100,100,100
12079,6,6,0.032444709,Madison,FL,17768.0744,100,100,100
12081,108,108,0.026782194,Manatee,FL,209570.5841,100,100,100
12083,24,24,0.006564929,Marion,FL,275463.7765,100,100,100
12085,37,37,0.022981366,Martin,FL,64239,100,100,100
12086,1094,1094,0.040265887,Miami-Dade,FL,2221098.45,100,100,100
12087,8,8,0.010777604,Monroe,FL,33825.6996,100,100,100
12089,3,3,0.003385049,Nassau,FL,21792.8875,100,100,100
12091,9,9,0.004270706,Okaloosa,FL,81344.868,100,100,100
12093,9,9,0.021343199,Okeechobee,FL,39912.012,100,100,100
12095,71,71,0.00509526,Orange,FL,932358.7332,100,100,100
12097,47,47,0.012508283,Osceola,FL,307289.1678,100,100,100
12099,495,495,0.033071213,Palm Beach,FL,836993.784,100,100,100
12101,26,26,0.00469359,Pasco,FL,351423.9768,100,100,100
12103,80,80,0.008205162,Pinellas,FL,503975.4324,100,100,100
12105,96,96,0.013245453,Polk,FL,654836.0195,100,100,100
12107,14,14,0.018786651,Putnam,FL,70981.2525,100,100,100
12109,8,8,0.003022609,St. Johns,FL,20141.5392,100,100,100
12111,21,21,0.006396647,St. Lucie,FL,235881.3945,100,100,100
12113,13,13,0.007053219,Santa Rosa,FL,57063.3048,100,100,100
12115,44,44,0.010144279,Sarasota,FL,110083.7196,100,100,100
12117,19,19,0.004026908,Seminole,FL,87004.7144,100,100,100
12119,27,27,0.020389669,Sumter,FL,31251.12,100,100,100
12121,10,10,0.022513902,Suwannee,FL,41858.5808,100,100,100
12123,0,0,0,Taylor,FL,19377.5896,100,100,100
12125,2,2,0.013125943,Union,FL,12771.6534,100,100,100
12127,44,44,0.007952516,Volusia,FL,295840.9548,100,100,100
12129,3,3,0.008891787,Wakulla,FL,13603.5648,100,100,100
12131,15,15,0.02025084,Walton,FL,43124.1362,100,100,100
12133,0,0,0,Washington,FL,22770.3147,100,100,100
13001,4,14,0.076144893,Appling,GA,17777.4234,28.57142857,100,100
13003,0,6,0.073484385,Atkinson,GA,7850.6475,0,100,100
13005,0,11,0.098530992,Bacon,GA,10481.8796,0,100,100
13007,0,6,0.197498354,Baker,GA,2255.4112,0,100,100
13009,32,32,0.071285364,Baldwin,GA,38901.674,100,100,100
13011,0,7,0.036393886,Banks,GA,10744.1124,0,100,100
13013,32,32,0.038443056,Barrow,GA,34994.096,100,100,100
13015,29,29,0.026917151,Bartow,GA,63716.2532,100,100,100
13017,0,8,0.047904192,Ben Hill,GA,14572.42,0,100,100
13019,0,1,0.005155436,Berrien,GA,16487.45,0,100,100
13021,48,48,0.03133998,Bibb,GA,140523.3825,100,100,100
13023,0,9,0.069913773,Bleckley,GA,9519.5835,0,100,100
13025,0,3,0.015699409,Brantley,GA,11902.9961,0,100,100
13027,0,5,0.032347804,Brooks,GA,12980.7886,0,100,100
13029,0,5,0.01261766,Bryan,GA,13429.5903,0,100,100
13031,4,4,0.005024621,Bulloch,GA,64649.6568,100,100,100
13033,7,16,0.071482822,Burke,GA,18924.8265,43.75,100,100
13035,18,29,0.116297722,Butts,GA,19083.5208,62.06896552,100,100
13037,0,12,0.19389239,Calhoun,GA,6049.1286,0,100,100
13039,3,3,0.005487872,Camden,GA,28202.1894,100,100,100
13043,0,1,0.009256688,Candler,GA,10617.1884,0,100,100
13045,23,23,0.019167945,Carroll,GA,93893.74,100,100,100
13047,0,4,0.005918911,Catoosa,GA,8907.044,0,100,100
13049,0,4,0.029868578,Charlton,GA,11720.6784,0,100,100
13051,47,47,0.016238814,Chatham,GA,201124.907,100,100,100
13053,0,2,0.018336848,Chattahoochee,GA,6957.5753,0,100,100
13055,1,1,0.004034047,Chattooga,GA,22934.7828,100,100,100
13057,96,96,0.037098152,Cherokee,GA,30664.6005,100,100,100
13059,21,21,0.016363934,Clarke,GA,98494.0425,100,100,100
13061,0,3,0.105857445,Clay,GA,2638.1706,0,100,100
13063,126,126,0.043112887,Clayton,GA,266011.4112,100,100,100
13065,0,12,0.181323663,Clinch,GA,6470.4186,0,100,100
13067,301,301,0.039597917,Cobb,GA,202881.6329,100,100,100
13069,27,27,0.062394565,Coffee,GA,41135.3138,100,100,100
13071,16,16,0.035087719,Colquitt,GA,44742.72,100,100,100
13073,11,16,0.010209681,Columbia,GA,20905.6476,68.75,100,100
13075,0,6,0.034742328,Cook,GA,14696.77,0,100,100
13077,39,39,0.026261035,Coweta,GA,36043.1343,100,100,100
13079,0,2,0.016123831,Crawford,GA,8453.326,0,100,100
