County FIPS,demand_covered,total_demand_of_county,hot_spot,county_name,state_name,priority,percentage_for_30,percentage_for_50,percentage_for_70
5055,4,4,0.008825152,Greene,AR,4,100,100,100
5057,1,1,0.00464425,Hempstead,AR,1,100,100,100
5059,7,7,0.020727843,Hot Spring,AR,7,100,100,100
5061,0,0,0,Howard,AR,0,100,100,100
5063,5,5,0.013218771,Independence,AR,5,100,100,100
5065,4,4,0.029349182,Izard,AR,4,100,100,100
5067,0,0,0,Jackson,AR,0,100,100,100
5069,35,35,0.052376392,Jefferson,AR,35,100,100,100
5071,2,2,0.007525021,Johnson,AR,2,100,100,100
5073,1,1,0.015096618,Lafayette,AR,1,100,100,100
5075,10,10,0.06095331,Lawrence,AR,10,100,100,100
5077,2,2,0.022581009,Lee,AR,2,100,100,100
5079,82,82,0.62960688,Lincoln,AR,82,100,100,100
5081,0,0,0,Little River,AR,0,100,100,100
5083,0,0,0,Logan,AR,0,100,100,100
5085,3,3,0.004092267,Lonoke,AR,3,100,100,100
5087,0,0,0,Madison,AR,0,100,100,100
5089,0,0,0,Marion,AR,0,100,100,100
5091,2,2,0.004623529,Miller,AR,2,100,100,100
5093,18,18,0.044279354,Mississippi,AR,18,100,100,100
5095,1,1,0.014923146,Monroe,AR,1,100,100,100
5097,1,1,0.011128422,Montgomery,AR,1,100,100,100
5099,1,1,0.012118274,Nevada,AR,1,100,100,100
5101,0,0,0,Newton,AR,0,100,100,100
5103,2,2,0.008553588,Ouachita,AR,2,100,100,100
5105,1,1,0.009564802,Perry,AR,1,100,100,100
5107,1,1,0.005623664,Phillips,AR,1,100,100,100
5109,0,0,0,Pike,AR,0,100,100,100
5111,3,3,0.012750765,Poinsett,AR,3,100,100,100
5113,0,0,0,Polk,AR,0,100,100,100
5115,3,3,0.004682232,Pope,AR,3,100,100,100
5117,0,0,0,Prairie,AR,0,100,100,100
5119,64,64,0.016330238,Pulaski,AR,64,100,100,100
5121,3,3,0.016705647,Randolph,AR,3,100,100,100
5123,116,116,0.464111387,St. Francis,AR,116,100,100,100
5125,7,7,0.005717226,Saline,AR,7,100,100,100
5127,0,0,0,Scott,AR,0,100,100,100
5129,0,0,0,Searcy,AR,0,100,100,100
5131,2,2,0.001564615,Sebastian,AR,2,100,100,100
5133,6,6,0.035279591,Sevier,AR,6,100,100,100
5135,6,6,0.034399725,Sharp,AR,6,100,100,100
5137,1,1,0.007996162,Stone,AR,1,100,100,100
5139,15,15,0.038777726,Union,AR,15,100,100,100
5141,1,1,0.006044122,Van Buren,AR,1,100,100,100
5143,15,15,0.006271244,Washington,AR,15,100,100,100
5145,2,2,0.002539586,White,AR,2,100,100,100
5147,0,0,0,Woodruff,AR,0,100,100,100
5149,2,2,0.009371632,Yell,AR,2,100,100,100
6001,268,268,0.016035143,Alameda,CA,268,100,100,100
6003,0,0,0,Alpine,CA,0,100,100,100
6005,0,0,0,Amador,CA,0,100,100,100
6007,3,3,0.001368701,Butte,CA,3,100,100,100
6009,0,0,0,Calaveras,CA,0,100,100,100
6011,0,0,0,Colusa,CA,0,100,100,100
6013,92,92,0.007975546,Contra Costa,CA,92,100,100,100
6015,0,0,0,Del Norte,CA,0,100,100,100
6017,6,6,0.003111339,El Dorado,CA,6,100,100,100
6019,221,221,0.022119886,Fresno,CA,221,100,100,100
6021,1,1,0.003521995,Glenn,CA,1,100,100,100
6023,5,5,0.003688458,Humboldt,CA,5,100,100,100
6025,134,134,0.073945314,Imperial,CA,134,100,100,100
6027,0,0,0,Inyo,CA,0,100,100,100
6029,209,209,0.023217011,Kern,CA,209,100,100,100
6031,117,117,0.076500588,Kings,CA,117,100,100,100
6033,1,1,0.001553133,Lake,CA,1,100,100,100
6035,0,0,0,Lassen,CA,0,100,100,100
6037,5000,5000,0.049805227,Los Angeles,CA,5000,100,100,100
6039,12,12,0.007627426,Madera,CA,12,100,100,100
6041,19,19,0.007340839,Marin,CA,19,100,100,100
6043,5,5,0.029064698,Mariposa,CA,5,100,100,100
6045,1,1,0.001152751,Mendocino,CA,1,100,100,100
6047,28,28,0.010083549,Merced,CA,28,100,100,100
6049,0,0,0,Modoc,CA,0,100,100,100
6051,4,4,0.02769316,Mono,CA,4,100,100,100
6053,42,42,0.009676059,Monterey,CA,42,100,100,100
6055,6,6,0.004355907,Napa,CA,6,100,100,100
6057,1,1,0.001002456,Nevada,CA,1,100,100,100
6059,632,632,0.019901174,Orange,CA,632,100,100,100
6061,11,11,0.002761536,Placer,CA,11,100,100,100
6063,0,0,0,Plumas,CA,0,100,100,100
6065,684,684,0.027686188,Riverside,CA,684,100,100,100
6067,52,52,0.00335039,Sacramento,CA,52,100,100,100
6069,4,4,0.006368615,San Benito,CA,4,100,100,100
6071,568,568,0.02605403,San Bernardino,CA,568,100,100,100
6073,911,911,0.027289094,San Diego,CA,911,100,100,100
6075,238,238,0.026997932,San Francisco,CA,238,100,100,100
6077,42,42,0.005510741,San Joaquin,CA,42,100,100,100
6079,24,24,0.00847724,San Luis Obispo,CA,24,100,100,100
6081,164,164,0.021393918,San Mateo,CA,164,100,100,100
6083,496,496,0.111086475,Santa Barbara,CA,496,100,100,100
6085,99,99,0.005135249,Santa Clara,CA,99,100,100,100
6087,7,7,0.002562104,Santa Cruz,CA,7,100,100,100
6089,1,1,0.000555309,Shasta,CA,1,100,100,100
6091,0,0,0,Sierra,CA,0,100,100,100
6093,0,0,0,Siskiyou,CA,0,100,100,100
6095,75,75,0.016754423,Solano,CA,75,100,100,100
6097,40,40,0.008091662,Sonoma,CA,40,100,100,100
6099,88,88,0.015980823,Stanislaus,CA,88,100,100,100
6101,0,0,0,Sutter,CA,0,100,100,100
6103,0,0,0,Tehama,CA,0,100,100,100
6105,1,1,0.008140008,Trinity,CA,1,100,100,100
6107,281,281,0.060275207,Tulare,CA,281,100,100,100
6109,1,1,0.001835603,Tuolumne,CA,1,100,100,100
6111,81,81,0.0095744,Ventura,CA,81,100,100,100
6113,5,5,0.002267574,Yolo,CA,5,100,100,100
6115,3,3,0.003813495,Yuba,CA,3,100,100,100
8001,307,383,0.074020962,Adams,CO,383,80.15665796,100,100
8003,11,12,0.073923489,Alamosa,CO,12,91.66666667,100,100
8005,278,454,0.069145129,Arapahoe,CO,454,61.23348018,100,100
8007,0,0,0,Archuleta,CO,0,100,100,100
8009,0,1,0.027925161,Baca,CO,1,0,100,100
8011,1,1,0.017930787,Bent,CO,1,100,100,100
8013,56,106,0.0324958,Boulder,CO,106,52.83018868,100,100
8014,9,26,0.036897751,Broomfield,CO,26,34.61538462,100,100
8015,1,1,0.004912556,Chaffee,CO,1,100,100,100
8017,0,3,0.163844894,Cheyenne,CO,3,0,100,100
8019,0,1,0.010309278,Clear Creek,CO,1,0,100,100
8021,1,1,0.01218769,Conejos,CO,1,100,100,100
8023,0,0,0,Costilla,CO,0,100,100,100
8025,20,21,0.346477479,Crowley,CO,21,95.23809524,100,100
8027,0,0,0,Custer,CO,0,100,100,100
8029,7,8,0.025672293,Delta,CO,8,87.5,100,100
8031,476,607,0.083469584,Denver,CO,607,78.4184514,100,100
8033,0,0,0,Dona Ana,CO,0,100,100,100
8035,11,65,0.018510397,Douglas,CO,65,16.92307692,100,100
8037,6,9,0.016325938,Eagle,CO,9,66.66666667,100,100
8039,0,6,0.022447529,Elbert,CO,6,0,100,100
8041,75,111,0.015408042,El Paso,CO,111,67.56756757,100,100
8043,1,1,0.002090345,Fremont,CO,1,100,100,100
8045,6,7,0.011654818,Garfield,CO,7,85.71428571,100,100
8047,0,2,0.03203588,Gilpin,CO,2,0,100,100
8049,0,0,0,Grand,CO,0,100,100,100
8051,4,6,0.034360325,Gunnison,CO,6,66.66666667,100,100
8053,0,0,0,Hinsdale,CO,0,100,100,100
8055,1,1,0.014499058,Huerfano,CO,1,100,100,100
8057,0,0,0,Jackson,CO,0,100,100,100
8059,63,172,0.029508596,Jefferson,CO,172,36.62790698,100,100
8061,0,0,0,Kiowa,CO,0,100,100,100
8063,2,3,0.042271382,Kit Carson,CO,3,66.66666667,100,100
8065,2,3,0.03691399,Lake,CO,3,66.66666667,100,100
8067,2,3,0.005336084,La Plata,CO,3,66.66666667,100,100
8069,31,53,0.01485014,Larimer,CO,53,58.49056604,100,100
8071,1,1,0.006893699,Las Animas,CO,1,100,100,100
8073,0,0,0,Lincoln,CO,0,100,100,100
8075,67,91,0.40608684,Logan,CO,91,73.62637363,100,100
8077,3,4,0.002593866,Mesa,CO,4,75,100,100
8079,0,0,0,Mineral,CO,0,100,100,100
8081,0,0,0,Moffat,CO,0,100,100,100
8083,4,5,0.01909636,Montezuma,CO,5,80,100,100
8085,12,17,0.039758642,Montrose,CO,17,70.58823529,100,100
8087,68,91,0.313059034,Morgan,CO,91,74.72527473,100,100
8089,1,1,0.005471058,Otero,CO,1,100,100,100
8091,0,1,0.020193861,Ouray,CO,1,0,100,100
8093,0,4,0.021225789,Park,CO,4,0,100,100
8095,1,2,0.046893318,Phillips,CO,2,50,100,100
8097,1,2,0.011256824,Pitkin,CO,2,50,100,100
8099,3,4,0.032862307,Prowers,CO,4,75,100,100
8101,16,24,0.014249751,Pueblo,CO,24,66.66666667,100,100
8103,0,0,0,Rio Blanco,CO,0,100,100,100
8105,1,1,0.008875477,Rio Grande,CO,1,100,100,100
8107,1,2,0.007800921,Routt,CO,2,50,100,100
8109,1,1,0.014654162,Saguache,CO,1,100,100,100
8111,0,0,0,San Juan,CO,0,100,100,100
8113,0,1,0.012226434,San Miguel,CO,1,0,100,100
8115,0,0,0,Sedgwick,CO,0,100,100,100
8117,16,25,0.080616555,Summit,CO,25,64,100,100
8119,2,2,0.007877738,Teller,CO,2,100,100,100
8121,1,2,0.040749796,Washington,CO,2,50,100,100
8123,156,244,0.075194458,Weld,CO,244,63.93442623,100,100
8125,2,2,0.019962072,Yuma,CO,2,100,100,100
9001,388,1084,0.114911823,Fairfield,CT,1084,35.79335793,53.04428044,74.26199262
9003,271,954,0.106984255,Hartford,CT,954,28.4067086,57.96645702,77.98742138
9005,4,109,0.060443735,Litchfield,CT,109,3.669724771,8.256880734,26.60550459
9007,2,79,0.048634539,Middlesex,CT,79,2.53164557,13.92405063,39.24050633
9009,367,958,0.112078638,New Haven,CT,958,38.30897704,59.39457203,81.73277662
9011,15,113,0.042608387,New London,CT,113,13.27433628,28.31858407,48.67256637
9013,7,55,0.036491265,Tolland,CT,55,12.72727273,21.81818182,34.54545455
9015,16,46,0.039389632,Windham,CT,46,34.7826087,47.82608696,65.2173913
10001,93,169,0.09348069,Kent,DE,169,55.0295858,72.18934911,88.75739645
10003,55,347,0.062102575,New Castle,DE,347,15.85014409,36.88760807,60.80691643
10005,145,503,0.214750774,Sussex,DE,503,28.82703777,47.11729622,63.81709742
11001,212,1087,0.154020764,District of Columbia,DC,1087,19.50321987,32.47470101,45.53817847
12001,30,30,0.011150634,Alachua,FL,30,100,100,100
12003,3,3,0.010270455,Baker,FL,3,100,100,100
12005,3,3,0.00171718,Bay,FL,3,100,100,100
12007,2,2,0.007091947,Bradford,FL,2,100,100,100
12009,25,25,0.004153224,Brevard,FL,25,100,100,100
12011,459,459,0.023504976,Broward,FL,459,100,100,100
12013,10,10,0.070896845,Calhoun,FL,10,100,100,100
12015,57,57,0.030173098,Charlotte,FL,57,100,100,100
12017,5,5,0.003340973,Citrus,FL,5,100,100,100
12019,15,15,0.006841443,Clay,FL,15,100,100,100
12021,93,93,0.024161994,Collier,FL,93,100,100,100
12023,20,20,0.02789945,Columbia,FL,20,100,100,100
12027,12,12,0.031578116,DeSoto,FL,12,100,100,100
12029,4,4,0.023772733,Dixie,FL,4,100,100,100
12031,86,86,0.008979332,Duval,FL,86,100,100,100
12033,68,68,0.02136242,Escambia,FL,68,100,100,100
12035,8,8,0.006951625,Flagler,FL,8,100,100,100
12037,0,0,0,Franklin,FL,0,100,100,100
12039,18,18,0.039421813,Gadsden,FL,18,100,100,100
12041,1,1,0.005381552,Gilchrist,FL,1,100,100,100
12043,1,1,0.007240605,Glades,FL,1,100,100,100
12045,0,0,0,Gulf,FL,0,100,100,100
12047,8,8,0.055447741,Hamilton,FL,8,100,100,100
12049,9,9,0.033411293,Hardee,FL,9,100,100,100
12051,37,37,0.088049117,Hendry,FL,37,100,100,100
12053,6,6,0.003094059,Hernando,FL,6,100,100,100
12055,10,10,0.009414334,Highlands,FL,10,100,100,100
12057,162,162,0.011005674,Hillsborough,FL,162,100,100,100
12059,1,1,0.005097619,Holmes,FL,1,100,100,100
12061,5,5,0.003126505,Indian River,FL,5,100,100,100
12063,47,47,0.10126255,Jackson,FL,47,100,100,100
12065,0,0,0,Jefferson,FL,0,100,100,100
12067,1,1,0.011873664,Lafayette,FL,1,100,100,100
12069,9,9,0.002451528,Lake,FL,9,100,100,100
12071,136,136,0.017649112,Lee,FL,136,100,100,100
12073,17,17,0.005790546,Leon,FL,17,100,100,100
12075,2,2,0.004818929,Levy,FL,2,100,100,100
12077,96,96,1.149150108,Liberty,FL,96,100,100,100
12079,6,6,0.032444709,Madison,FL,6,100,100,100
12081,108,108,0.026782194,Manatee,FL,108,100,100,100
12083,24,24,0.006564929,Marion,FL,24,100,100,100
12085,37,37,0.022981366,Martin,FL,37,100,100,100
12086,1094,1094,0.040265887,Miami-Dade,FL,1094,100,100,100
12087,8,8,0.010777604,Monroe,FL,8,100,100,100
12089,3,3,0.003385049,Nassau,FL,3,100,100,100
12091,9,9,0.004270706,Okaloosa,FL,9,100,100,100
12093,9,9,0.021343199,Okeechobee,FL,9,100,100,100
12095,71,71,0.00509526,Orange,FL,71,100,100,100
12097,47,47,0.012508283,Osceola,FL,47,100,100,100
12099,495,495,0.033071213,Palm Beach,FL,495,100,100,100
12101,26,26,0.00469359,Pasco,FL,26,100,100,100
12103,80,80,0.008205162,Pinellas,FL,80,100,100,100
12105,96,96,0.013245453,Polk,FL,96,100,100,100
12107,14,14,0.018786651,Putnam,FL,14,100,100,100
12109,8,8,0.003022609,St. Johns,FL,8,100,100,100
12111,21,21,0.006396647,St. Lucie,FL,21,100,100,100
12113,13,13,0.007053219,Santa Rosa,FL,13,100,100,100
12115,44,44,0.010144279,Sarasota,FL,44,100,100,100
12117,19,19,0.004026908,Seminole,FL,19,100,100,100
12119,27,27,0.020389669,Sumter,FL,27,100,100,100
12121,10,10,0.022513902,Suwannee,FL,10,100,100,100
12123,0,0,0,Taylor,FL,0,100,100,100
12125,2,2,0.013125943,Union,FL,2,100,100,100
12127,44,44,0.007952516,Volusia,FL,44,100,100,100
12129,3,3,0.008891787,Wakulla,FL,3,100,100,100
12131,15,15,0.02025084,Walton,FL,15,100,100,100
12133,0,0,0,Washington,FL,0,100,100,100
13001,14,14,0.076144893,Appling,GA,14,100,100,100
13003,6,6,0.073484385,Atkinson,GA,6,100,100,100
13005,11,11,0.098530992,Bacon,GA,11,100,100,100
13007,4,6,0.197498354,Baker,GA,6,66.66666667,100,100
13009,32,32,0.071285364,Baldwin,GA,32,100,100,100
13011,7,7,0.036393886,Banks,GA,7,100,100,100
13013,27,32,0.038443056,Barrow,GA,32,84.375,100,100
13015,27,29,0.026917151,Bartow,GA,29,93.10344828,100,100
13017,7,8,0.047904192,Ben Hill,GA,8,87.5,100,100
13019,1,1,0.005155436,Berrien,GA,1,100,100,100
13021,41,48,0.03133998,Bibb,GA,48,85.41666667,100,100
13023,9,9,0.069913773,Bleckley,GA,9,100,100,100
13025,3,3,0.015699409,Brantley,GA,3,100,100,100
13027,5,5,0.032347804,Brooks,GA,5,100,100,100
13029,4,5,0.01261766,Bryan,GA,5,80,100,100
13031,4,4,0.005024621,Bulloch,GA,4,100,100,100
13033,15,16,0.071482822,Burke,GA,16,93.75,100,100
13035,28,29,0.116297722,Butts,GA,29,96.55172414,100,100
13037,12,12,0.19389239,Calhoun,GA,12,100,100,100
13039,2,3,0.005487872,Camden,GA,3,66.66666667,100,100
13043,1,1,0.009256688,Candler,GA,1,100,100,100
13045,22,23,0.019167945,Carroll,GA,23,95.65217391,100,100
13047,3,4,0.005918911,Catoosa,GA,4,75,100,100
13049,3,4,0.029868578,Charlton,GA,4,75,100,100
13051,39,47,0.016238814,Chatham,GA,47,82.9787234,100,100
13053,1,2,0.018336848,Chattahoochee,GA,2,50,100,100
13055,1,1,0.004034047,Chattooga,GA,1,100,100,100
13057,68,96,0.037098152,Cherokee,GA,96,70.83333333,100,100
13059,18,21,0.016363934,Clarke,GA,21,85.71428571,100,100
13061,3,3,0.105857445,Clay,GA,3,100,100,100
13063,119,126,0.043112887,Clayton,GA,126,94.44444444,100,100
13065,12,12,0.181323663,Clinch,GA,12,100,100,100
13067,187,301,0.039597917,Cobb,GA,301,62.12624585,100,100
13069,27,27,0.062394565,Coffee,GA,27,100,100,100
13071,16,16,0.035087719,Colquitt,GA,16,100,100,100
13073,12,16,0.010209681,Columbia,GA,16,75,100,100
13075,6,6,0.034742328,Cook,GA,6,100,100,100
13077,24,39,0.026261035,Coweta,GA,39,61.53846154,100,100
13079,2,2,0.016123831,Crawford,GA,2,100,100,100
13081,12,12,0.053638477,Crisp,GA,12,100,100,100
13083,0,0,0,Dade,GA,0,100,100,100
13085,11,12,0.045962923,Dawson,GA,12,91.66666667,100,100
13087,17,17,0.064384184,Decatur,GA,17,100,100,100
13089,251,292,0.038456625,DeKalb,GA,292,85.95890411,100,100
13091,5,5,0.024265955,Dona Ana,GA,5,100,100,100
13093,12,12,0.089619119,Dooly,GA,12,100,100,100
13095,52,57,0.06480513,Dougherty,GA,57,91.22807018,100,100
13097,49,58,0.039632917,Douglas,GA,58,84.48275862,100,100
13099,8,9,0.088321884,Early,GA,9,88.88888889,100,100
13101,2,2,0.049925112,Echols,GA,2,100,100,100
13103,2,2,0.003110613,Effingham,GA,2,100,100,100
13105,11,11,0.057309576,Elbert,GA,11,100,100,100
13107,2,2,0.008831582,Emanuel,GA,2,100,100,100
13109,1,1,0.009386146,Evans,GA,1,100,100,100
13111,3,4,0.015274171,Fannin,GA,4,75,100,100
13113,9,14,0.012235516,Fayette,GA,14,64.28571429,100,100
13115,9,10,0.01015249,Floyd,GA,10,90,100,100
13117,16,51,0.020880075,Forsyth,GA,51,31.37254902,100,100
13119,4,4,0.017131355,Franklin,GA,4,100,100,100
13121,273,371,0.034870486,Fulton,GA,371,73.58490566,100,100
13123,18,19,0.060569352,Gilmer,GA,19,94.73684211,100,100
13125,1,1,0.033658701,Glascock,GA,1,100,100,100
13127,8,10,0.011724429,Glynn,GA,10,80,100,100
13129,15,16,0.027603816,Gordon,GA,16,93.75,100,100
13131,13,13,0.052774733,Grady,GA,13,100,100,100
13133,1,2,0.010914647,Greene,GA,2,50,100,100
13135,357,388,0.041441923,Gwinnett,GA,388,92.01030928,100,100
13137,64,66,0.145605365,Habersham,GA,66,96.96969697,100,100
13139,326,355,0.17364423,Hall,GA,355,91.83098592,100,100
13141,35,44,0.520279059,Hancock,GA,44,79.54545455,100,100
13143,3,3,0.010069817,Haralson,GA,3,100,100,100
13145,4,5,0.014190033,Harris,GA,5,80,100,100
13147,5,5,0.019080328,Hart,GA,5,100,100,100
13149,3,3,0.025161453,Heard,GA,3,100,100,100
13151,57,66,0.02813767,Henry,GA,66,86.36363636,100,100
13153,28,30,0.01900382,Houston,GA,30,93.33333333,100,100
13155,3,3,0.031860663,Irwin,GA,3,100,100,100
13157,16,18,0.024665306,Jackson,GA,18,88.88888889,100,100
